DW_CLIENTES;customerkey;customer
ba622b2c6061b990d969e61da611829c6b743bb4332c98e80b69ba0e49ef2a0f;10026606;Xilinix Midstore
420441f31e67dc97f8266dcc6895af637ca71c2c0d829fbc29ef4767805b4bba;10021459;Papyrus Shop
d84947cf1e5c0b205b4bd19ed2b7c625a0fe27b12d0a1eeabe0298f20b4551dd;10026521;Xcert Shop
da8a890a9962125a26a1076ca2239a5db30af2907f1e5b8925fe0ef3379d84e7;10025791;Valley Market
0990387b5427f51d493316cfb34532df12d1b2e52fc7e91ab4764d90e6bb54de;10025289;Tredegar Market
b192b253fa894624a5a2cffc7949b8d3a195bd957ab0671e81492507f1d20436;10013080;Ganymede Shop
84ac8bed95e9f76518ceb0ec4cfaf34cb52270f5f24db6135e098bd5a44d5b32;10005922;Big Supermarket
821419c51ca490012ed5ce9c0ee61211df2aa46db9c43c393837814e09f1e723;10016609;Homestead Market
7ed98f261d6ed07dddf53534fe8dfa50c7983e4135064476265d3f88f1c99017;10015886;Hewlett Supermarket
ab5cdaeb881f07a48b8a6a86c7f94d0a9a1a11095365c15ebdd37db0ae73b7d0;10025778;Valicert Midstore
b0d1a9e1feea245eacbd79e7d467bad8aab1a7337d8983e0f287875d854e6943;10026843;XVT Shop
25e39a3d930be64087ddb6a4867913c7f4b4e624da5e0e6568ae2b70b245bca0;10024541;Southern Supermarket
896bb44c13ba5ba14a8bad62e19e357ce3d480ed513f11478f43d7ac80935822;10022678;Rave Supermarket
49380c5c59ddc653e230d0367f26714798259940bcf59a5a6dbf69171054f6cd;10005376;Bibb Store
f88333a17c56c400152ae662d80a615a1bee5de24154bcb6de647d3049f28413;10021297;PageSites Shop
ed96788a4586aeee542c3bc10a664d40468b4f8dd4196aadde729e3ed89b2fa8;10002520;ActivCard Shop
4b6bcb0144c9eab9b51c0d94331b365e3675231cc67915b07e7d10c52e5405b7;10025252;Times Store
fd3695a2abf8ed737e8e503ae81b1338f3980c4d33e37c21d7e0b3616709f560;10021494;Paraclipse Shop
b464a0b559d0399ca2e447df87dfd7e31b06f31d9ab6c48504841518222a3cf5;10026348;WDND Shop
c9c1eae0b13254979c9a1f99cf158905c77094fc738f3cc210e884e011ec2e96;10018518;K Shop
96b72493b94691fd2370bf1cca6ba8b2bad3f07369a49297c7bb9078128cec55;10021911;Ping Shop
283d75547640e18bcd4c5c0c12d81aa89220ae79e0e568dc9a577da5335ecbbb;10011499;Farmland Supermarket
e4988b153332d4127c6b6c9a2368056b8eaae858f2c8d9d7964c45a6e52a8c9d;10009633;Dan Store
9bb43aaa4d4979683b19cc474963a9ac570f879e2c17887587e40e1087317e8f;10025288;Transylvania Supermarket
8e030781e621640e89c0e51d8f63500ab1989810014b4bcf80920977532cb427;10012328;Finder Shop
3984f8af31b5c630e2fdea58106114e1294f86734511410689c7f2f74ececfa4;10002746;Active Supermarket
0300858caec503091511a6899a21bed51691ba4563d54247dc12672f7d0b1bbe;10004516;Besicorp Shop
f818101735886787520265271014f84d23245ee5c9de434557176b30b7fb573f;10022750;Ready-to-Run Shop
d6d8792c4555af337dd73c437b79ee27ce8035a2c17db771329150c3fcee4422;10025560;Unisys Supermarket
cce314a03ae47bcd0cb531b1235ead6ad1437bc124c6021498ce489902074bcd;10023509;Safetynet Shop
8fbc18370f3b04468153795a7e53cc1fa043344e118b4a6a54e5bf7cebdf313e;10025242;Teamsolve Shop
9f446723ee8df1ab7ae9b83ceed1dc1e49be4d04f6d348b5b3c462ac9cb7d7a6;10019514;Kimball Supermarket
33debd97b829e57c6fec89dfe344649cb0384e19bfe6e637042130a83fae233f;10020864;One Store
8ce5e354afdcc6c165756a88ab784ad0a3da070391571dc40c93fa111687e426;10009356;Central Supermarket
71915c2acf51001f0e57de1efc03f72cfaf548af9d6e1b7b8ddaf51c9e2b3ec8;10007577;Cam-Built Supermarket
9effd970ef6f2dccefb5b371f260f609b1cb682c068aaa769c4282a08529cf9e;10025023;TAL Store
6810bc01b5745680c442db171e56d2048bdff0b6fa5f8b7987424a3357906abe;10010884;EDC Supermarket
e5b1e62af180a78b13b4188788f680a2942233fd7cad6883cf14ca8a3ea9ec7c;10006917;Borden Supermarket
d40478b70f30e88ff4e03a854335359219a8793040fae20672ea2440436519f3;10004602;Best Supermarket
40bcd72fc7e837346b89fbceec7c91dff19cc05e627113cfd7564d81ca085cec;10000497;Abplus Shop
4f01ef7d40fc9fa2ea61343d731c0ec6bb9f9f442df1540f45ef2fa0866e5f06;10009697;Debian Shop
93ae8d15fe4cef975c131b5473358eb9e3eaf8da5e6f85cd5d9f83e7b7262669;10014739;Haz-Mat Store
5f11df6469ed3f427134caa80ae1e240c2842d1ed732b4ac2156a496f3b85c92;10025249;Texasgulf Market
e5431c24d85213d1bda01e9ff3535e25abb03c840db2dc36728b52aa3497ddfc;10011198;e-MDs Shop
87bcea2258164b948420b8911a5aa89d4d082cfcdb8e25fbc2a96dd43e726c4b;10011345;Emergent Shop
efc5a55a98d04402bf0a01f4ad809517d6e140a9b7517ddeeb825c4c4d423f1e;10019900;LiveWire Supermarket
77554d0583c08f6e69f35973cc2f1165b9a1c88469cd229d2315bc4bbe62ec65;10022183;Quantex Supermarket
3bcbcb5357337eb4b06d9df8fbb0ed989bd4e25ba50815f4d79ce2a62d1d00e1;10018623;K&M Supermarket
7046f80491bceb2cd4747c0d7ad4e1e0ed42f39f7e40538945e6b134d861fa38;10020332;Medics Shop
a4b5d3e94d03e9a2e3c023323ab2a8982171abea5f279edc634a84ea3d90cd35;10021305;Pallister Supermarket
ea20895439a02a2206bfbeea73134aaa550e2fe4853d4d88fc88f68c979c7709;10025299;U.S. Market
2aacf1b30f96d12e3fa0afde6bcaa588d1268ea3175ddb32bbd658295a6e7b3e;10022962;Reflex Store
107f403ad50bfaad96a654fe4cba3e9d2a3cf6b88aa5f0f4d35e9283f9ad1334;10012158;Filene? Shop
b53620a9299ba8b909126dd5ac2a754dc0cfec85e085d982bc02075e716c2042;10015783;Hershey Supermarket
c64a607c054952c183f749df231323b65be89e42a77817a4d1f7ff569d632600;10021107;P.C.G. Supermarket
0ea88cff5c1154ba2d4047da2dbe6ff53fcd40e79fa6e73055bc4c1bbca08a1b;10007536;Calypso Maxi Store
c40206da3310bf1c757e1e6d7a08778df7c9cd02547893d46c867fd16ef44fe7;10018129;J.M. Market
2880ce20b23ff8a228e70eeaf18de64c6b285778888d5c3012459f04cd3acae3;10010969;Edorex Supermarket
d544a4185b9c8f722cb5b99649551bdaab32a54e92d97a60b26be0358dcedc96;10002220;ACRON Shop
3943a70e726f7e31cb55b7cf8d0574c1e9845187905f05775915a17f95632f74;10018146;J.M. Supermarket
a385fed1cf9d4eab3886bbc999aee6dde58802a329881d7e44393490422812ad;10002142;AccuCom Shop
02dad278d6ec4e58c2c02b43c8d4c32d2d3cb37a0286d7c12a4911bf11e8c837;10004207;Bell Store
d76fa1d7b811f94ea2663b2fe478d15d3646f332cae0905c605c13dea69b3941;10013061;Gammel Group
65a44671b3423285c42fdaf47cc734f37755beb5b63d5743dbc0363002b8ad5b;10015789;hesketh.com Shop
121121f1c7ed5f63f9ff5f45c44f8ec98bcd15ed657773d1b2d710665b51b29d;10009643;David Store
f3fa868eeca6c9fd4709b5989410f353e0aa27f7599755ea42346074627fa78a;10021223;PacificServ Shop
a17bbe2554c94d78ffb5a18d101c61672f65b6e0bf49b5ad8e9cbdd86dbef98a;10010970;EDP Shop
aba53b7eca28ce75990593756daa93da660fe86379f20970dc032c77cf8117c7;10027370;Zeroo Gigastore
9608d0212efd8f60601281ad3a058eddb6675cbe94024b2d5ae12f87af2e32eb;10007120;Brinco Store
51b134db89c6b6d464c493999f465456776325969b2f78a271220f9d2e9fc32b;10020684;Oklahoma Supermarket
35a6e983093c35b8e82898db2b5ab2c57d6b598d1b71a793cbc57f3d239f5c26;10024034;Script Supermarket
93d6ca8e009bbe6ea13f89c330649db9b569f8937083746d2589ca0b802be07b;10019410;Keystone Store
e08cc3257431d16490f8eb55678681a143e0f31aeed7229de4ca8184c1540d28;10010887;Edia Shop
da0379349dc0c8f04e7589b7ae46dac17886372428975042e6f230eebe7a4aa1;10002136;AccessWare Shop
e4ca88493b59f2c4a736707ec2b2e3214620e899ae3384e7d27457e8b5d33fe6;10021006;Overdreams Shop
fb22d8aca13d43f422cc3e080bc08a2b5bb23cb2f5c69a5d2c6220ec84c08080;10023538;Salamander Supermarket
550c0dd45f56d7d78cb19556562f42cd5ef9cc1f067433ad0c22ba83c70979ec;10011724;Federal Supermarket
43d630d3a70938f4c23235c4b009bbc97c017e396c00995743fd3f9becbf2ef1;10012927;Galaxy Supermarket
d66bfcdb0de9cc2ff435b11f0c6517b425e70c3cfab168cad4e7e35131880f2a;10026868;Xyratex Shop
b92f8cff3772cad47f84f6b823baf8e23e69635a91c8f5faafe7e5eba1f70c57;10002114;Accel Supermarket
107f43d99be09f78840dd30fc695d383ac261719b16111eeb099035aec671bd9;10012128;Fifth Supermarket
c681f13184458fb2e81ad90c89ed3eedf521af3da20a12bef4f92b61654b3b38;10024880;Sun Supermarket
da08a50982a9b93f14b17d8b5330e2fe56752485381eea3604a3e420e1bc1e4a;10012761;G.R. Supermarket
c8622420bee0839e828a7510df37b10183b3202a33e9bba71484cd95c7b960ff;10020390;Miles Supermarket
a657fe75028171e5cd3fedd6d91d16f16da60989fab8a70433cff53d29431d6e;10021911;PING Shop
91ad3feb546e2e3f7616c5864c6961d6c00f571be8e160cf48371289fb38251f;10000453;A Supermarket
1650180047da38f41c38fdd9e6d3dfadde48f0f50142cd5d3c55dbf7f8d4b4a8;10014047;Gulf Market
5ff83548746cf9761ce7ab8490bc089dbf892bc521077e0188a396d6aba884b6;10004256;Benedict Shop
233e5a892a41e994f3ede24d77c72888f2f49e17d241e0456fe0e8ade4d94978;10000478;Abacus Market
e1548375da3d963cbd642a865634f9eb060f1ec7cc1a9e3c64b0c9b5134bfc51;10025300;U.S. Market
21074907e5ce52a71a7705590aa6697ba312db6255ff4d55d858d69fb5c5eb76;10007309;Cadtex Shop
ec4c3df3937bfa86f661748748fade12322a2a37e5d14b12854e82e441e793e9;10004255;Bendix Store
4c001911236a07ee36cce570926f6b908f24ca21e70b033144c15bad771f90b0;10020849;OnDeck Store
0604c72a6365a2bd3d0be90fb56c70ceb14a4d100f32a90cd4a7c80b434b89d9;10012226;Fills
f566673677ab8a30cae5e0e8028cdf91c9956f51fbade240e31e0302f9e2eb00;10000481;Abbott Shop
48f186508f6ccae65ac8874d8caa100ce1445a241580a258647e519f6b87ada1;10027348;Zephyr Shop
ad699442611ad3d8acdd9b182ee25ae49d7dfb8f981f51fcd2c86a4727a8cb91;10025284;Towmotor Supermarket
140d65f016bca4d647a5abea7835feed249b91e4c860a1a12e82425be83a7cdd;10022423;Qwest Shop
18461c144ba41c637e8e57c9013f8681fcbd8af9cc8ca2cbc1d8bbff31d64070;10016588;Bounds Megaplace
d5483e3accc712e721936e87793625785a5d0530dcd1448cf1a40ae7149c56de;10016780;iBEAM Shop
bfceb02da4b72b7a1a9169fbf91b3397d2ecf73b0b36e2ef5c47c5d2227ac693;10011360;Equitable Store
fa4ccf3a25605d5a085dcfc09b00917ffc85724159cd2c05c2f98fac50493618;10025051;Taos Supermarket
017587d6627a3124edc9ab956b6e89dfec8d060256fad152f7ff64c4b2739b25;10010897;Edify Shop
958b5585c447772e409f4979788e72ad10b2756927f0b06d7c362ce3edd0d5bc;10000501;Absolute Supermarket
8d55e41f6c2b847acb14a626d7543a0faa080b32eeffaf383d40f05dfd0cdb5a;10019682;Lamson Store
3c8c6748fa69068db519dc788619f2a83b1df816ae1376bafb07bb32b8878210;10009657;DC-Works Shop
4d9d7afee7101fd979c9e90bbfcec5329247ccae0257fb2686d2f48918dd18f0;10025267;Todd Supermarket
104928d7bad4353067f838cb9fa4eafe183d3439fee437f150f665b62212882e;10000480;Abbotsbury Shop
72226743fea7d9a4712d7449b170bef356a198ef061e0aeaceb85df4c401f9b3;10006093;BigJobs Shop
8b9e94585ef713175b0cf0fe6b74fb61877bd8bfc4ff2d2a952ce33eacce7fec;10026268;WarRoom Store
485acaee5dda488e2acd1db31fad9b91b250e1a6aec0923e472a26817235cd47;10009863;Deere Store
ff12c4e0c474bb07025d0bf66bdf032b16079ac22ea024941d7d223ede8b3165;10025305;Ubicco Shop
49dbac6ff5c2b92615e58bc93f4925adc483ebb4cf1f081f81e09f9cd4630345;10026438;PLAINFIELD Market
34dd5cc82dcf9c17938ee9b90eb9d0b14d63e2aab15f0eafdcc4975b055a33f9;10009606;Champs Gigaplace
239ccd30e8121ec69848ab6c0aeae21b5a378789d59e43dee102800daee697e1;10014495;Harvard Supermarket
896fe934b0da060804f3126bf14b26673c7fd7ed7dfbd6ac2d1dd0f118d61aa3;10017828;Lee Megastore
b6380a3d5bcda5c0cac812035c0648c5aa13626a84bd4b6a7cc814ff0ca6c74b;10021750;Paul Store
92d158f738bda425222ad2821b9626c1c152e4bf919daacde18ce7d811fb43df;10015275;Helios Shop
b279e3d987f0f08ab4318c3b6a265448297074c881d94ffc7f7aca5c09259d2f;10018871;Karsings
66c55e2ae4b7e707f20f7420e601d44cdf8af8ef80f3c0eec4f5acb01067b060;10026581;Xetron Shop
622f20121ab09754ac1eaf56489aec7a1ec7879fb954a0515640aa97ff14c650;10014779;HBO Supermarket
68687ba2dce3925937713d017cc59c72ab0d73843748fc8bec01803c017dd410;10021380;Pangaea Store
347767d34b77bc4d587769fe1098491c333d42c4d8c556f08dca1e7d31219781;10023241;Revnet Market
f71e8e0d65b69a05d2c4db057e7d4936941f18b93c0187453d784c971f1e1b70;10007134;C&C Shop
57d149ae0fdd4a751407820479551c167f936c3b45efff26914815a93e1b372b;10021418;Panzl Shop
8976ab9a507beb403521b305b146fec6a385e2f50a8f3a90ac93aa301e66056e;10021270;Page Market
8fa39d65ad7159c89d130c2063834a3f49e4cc6df54c299b69caba01e5b97fb7;10005236;BH Supermarket
24bb2c6db6cd7ca8f5da7e7045f79c1c9b968a55b564b3df0aa952cc08433410;10022166;QualityLogic Shop
fe7b4432b7dfdf8e7ba76b06f0826a0118e8053fee7699764d16b2ecab963d4c;10000469;A-2-Z Supermarket
6514f21ef81fd79982aff07ad22892095582886b9fda9bfb22e1c15ce48949dd;10014264;Harbour Store
d73880bced4b10daf854da367a5dc100428e4806585721bb06011ab9b3a32b24;10019105;Kensington Market
6875d465cfdc17a219927d2142e4a906310706a9d39e006efcd88ff26a18fad4;10024022;Screen Supermarket
91c8106179b7bfe804c8bef7999452bc1cb2848a05d6975a3ce38b4025f3e6df;10025248;Telus Store
fdb6a9d6e6e88c5560d1408bd8be6239e1f3e0c69fdd937fe5b872ee40713631;10009645;Day Market
e5d4c70dbc8e0bdf899bcfddacd2cca553c510836a362c26e35fd3f5c3e89685;10009660;DDR Shop
80483bb947491f96ccb400664e64d0200e90492d614fe85fe86fa0a08267b563;10026038;Velos Supermarket
6f8a4b7f31c8281427846e4b8ea2a94a55c1fa437c27f3321782529e0d559822;10015793;Hetrick Supermarket
56697bd1828c35edb1687fecaf1b6b47151490f5a554b0d086bb5687ffa047cd;10019909;LiveWORLD Shop
c5edaad09400a33859765fdf585e80193b7563d361510e6672e1c4252a9dbd5e;10025558;Unisys Shop
a8c79e5cd41c2e583f2c3976749f2b3e1c971e095908cb154107cc0edbca5446;10000461;A1 Store
63dd82c51023d765595b65db292f34fe723c1c596f681d275a4075b42f9ed707;10002155;ACES Supermarket
33daeffc97143691a2f7ec88f6751326f60caf145e1602bf3f0aebb5c193a14f;10020080;Lucky Shop
62631b41e98a3eb435dd4cb52401ee75d8aec30038b31e0cc7e8cec2c48bd71b;10023785;Satyam Shop
a01c36d210e5c655e4c3b29441be4ceb33aa0eb4e80908218c2da07f9486c7bb;10007121;C Market
f3c9b76a1bd085b5f2ad215debea9dff7fd3ccddfe3da5d7075a208cb087d705;10010717;East Shop
1137c50b09b3218a6a884eac1800f625b517d1b77b175371df3e1b4835e42096;10024999;TAGnology Shop
e7046c055c4df8d9dc52d1f70b45eadf7804ab4d41c22280cd1d5cd686f686e5;10023759;SASCO Store
6d7625b453c19b44061620adadcf9a97bb49d1c0d72d61fa939f21fa99bf95f8;10019420;Keystroke Market
197272a59eb62dc8c439f4e603148639644f35c22ea00b42ebc0559c6bdb7ca4;10019913;Livezone Supermarket
f888e97ae246d3932e8cebf100d136aaf5f8747fcff1abc478c3924ec1d3d805;10009650;Dayton Store
fe82bd84eca2d24d5b2c7aa203dd69a5adce1875fd518e628e37d7fe8c4495cd;10011093;EMC Shop
579db690f7d411492e683bd060650fdc80fdd026dffc1823c6a7992074f1310a;10025038;Tanager Shop
eb29d13ac92921c8938208f3d5f75b1866d582488f6929dbb2197f763ced5ee1;10013574;Gebbie Store
aa904ef9082d33125c8e50f1bbd042f585b6f3a26a008ab73d0d301fa757719c;10012425;Fins Shop
58b8433071dcc0307075576e6fffe332810a46580ef2d5e978f0474f09974e57;10023244;Revolutionary Supermarket
f6d858eea10cdb3ff7b0cd3caa92345cbf0aeda3f0b1dbec7219e135a9132129;10027340;Zentrum Market
f29db7e524fcf05e492bc7f892e5e06c506474d29d1fbd7159f64bc25dd63c33;10019879;Litton Shop
fe6d39d8a1a73dc2c1009092bf8b394937c0e821ac1458aac44aa7cf3014812d;10021996;Pinnacle Supermarket
1daea7fb1ae751f0151cf312903f9720024d5b792e20416aa6f43e372d4f3d6a;10023447;RKS Shop
a6dd34a176d9e552932f5c053f2837ba0b8ad51798856bc4b0b7635b966fc1e4;10021179;Pacific Store
ffc636d45d03c07a2fe9b62666a94c45b2e2e0e452753d75a77f85a035ac128c;10023780;SAT-SAGEM Supermarket
a332519956a633d685432826a1120a973292a25bcc72fca778002c043ae2c931;10015030;Hegemony Shop
c9519fb30f84e1090d9d5f370bd3585ccf16c0d7e194bb7c52c6cd937813ebb8;10000456;A&B Shop
0e3be38c4c2a89188e4205c68893dd21514851e89e7f12cc010c36e297d9a871;10022755;Real Supermarket
255e089aec36b19148702caee5155187f4fd5f10756c250fc19cd57c29570456;10003554;Ad Supermarket
a97fbccb5198f1f33a42d2a5cb341c366651f735fb7a25dd4cd1c7398cd2105f;10021415;Pantech Supermarket
d59aba6fa56eff9a63f3ad48a24fbc18b3f3d5afdc19dec4b52012e072cb5c2c;10016564;Home Market
41f8e1b3fe738a8eae3e113ee3f16e585b11cfb740fad612a1f2e502a62c34e3;10023516;SAIC Supermarket
8a306d3c55a3c14ef38b548c58b14f4ca74492dfba41195634fbbb0468952c48;10026006;Vector USA
f3c6fb2327e80bad0b5dc178a1e2032661fa07b565dc8e0ee0a168517dea1abc;10007253;C3 Supermarket
7d2a53c2400980dd37b6931ca8ba564fc406709f4255718e03103f55c92e9eda;10027082;ySecret Shop
2c475e6a7222e0e5da6113fde347eaa768972620c700c3698f814e99bdb124ea;10025575;United Market
7948292daf19e44524d7c779db8961b33bc3a1c67d5091e657305d15f7e7a65b;10012369;Finest Supermarket
014fb66d2e0c6d5cfe06d4cb9c01c4888de1eaf548a9f994e003f1436b6ccf62;10002140;Accton Shop
0293491985d8999abf336ff08f792531a0355ed86271080c74d9b1605c6a75ce;10001786;Acara Shop
919e686236c80e93d3488efd20eaa04c79bc43c8e8d11d6332cbc4295df24b56;10025737;Userland Maxistore
efce156221a053632527fde59f70ecef13f4ec36f0618e3149117714a222037a;10010886;EDGE Supermarket
9cfafdab05b3d494f9f91c6f3bcdfd12c64bab684e50f51624ccd7139413cee2;10009985;E Supermarket
abef74727cc7da6504d756e496db414daf3d1b7f646a78782ec312149af2a11e;10026062;Venable Shop
9b32d83274ff828126389b3f40ab5f4fdb3e72985e4fe092fc7645da9b18cf72;10006919;Hoovey SuperStore
d418af27ba2d18405698e1ac709b39e03b6aa0d3dcd62375f2bb9e6818bb84ac;10002412;Acsior Shop
ae22ee5b69422718aa2b2de762e6e277410720aed362fcc31154a4ce893e9deb;10015011;Hederman Supermarket
46a796419c0af08d328d4fb2023855a335c3f8f90fbe108aba8ab21fc52642e2;10000458;A&R Market
f2f3a4f3cbd0fb325a985dcd82129182bcd095754ee8dc635ccd3b75aa89544e;10013426;GDC Shop
ddeb06c4da74620af616e03373f028ea3fde565d5c6d25a261218fa25d02a9d2;10000486;Aberdeen Shop
e506d566672fc0c3a0666bb810c79c40ed275ac6c27ec2042b17379cf6218e6a;10025353;Total Store
a140cd54e1ba9add4d69a446ae46ff6fe3bbd34f235113169d724745771cf54a;10025287;TransCanada Store
336bd40084e0c26ec093cdf50911bf0451a1fa1a78a695e3e902078bee899726;10003795;Bechtel Supermarket
ba15162a93d917f507578b5f9437dba1f6141d3894a1ae6996b75fc38772c2dd;10019617;Kool-Seal Shop
dcfe16ec2d5e06f1057417308eea0536ff421cf38694ef27e287401577b5dbae;10022470;Racal Store
037c218cee477d2adc9c05c3799d7e6c0c1a91b6cb5e510e7b0c27ab8b1a1dce;10014469;Harte-Hanks Market
c4c33f573f3c342889909747cd27806a506c6db06c625c3f7f46ebbdc56d745d;10018371;Joy Supermarket
66b3bed43ca7d0266776d597a259b07f7cc2f70239e8d428ff8293c85563fd1d;10000471;Aadast Shop
b6724941a06d39535eb57d0f3b9910ce426b57db8600464c608cc6e16cfacbcb;10002153;Ace Market
7aab9227e3170f809b823df344e9d0eca40a5cf84d52cb29e8518e774cb1ce72;10013052;GammaGraphX Store
6ac641b70aea6163df2a03fc7262e244244b4b6d77c8ca11eb553eca4df6f045;10023511;Sage Supermarket
446c1a3b735272d1188eb46cf7f7701b058556538d4bb31743df3e27d61bddd1;10024930;T3West Shop
efab1415058e94699b6946497a36a8212d4a740b75bfe7168359b3f568aaa4e7;10013509;Geac Shop
e25ea913acefb99dc211113de0a5c7cd9d9c679e33eabcbde13a7527bfe3cb41;10021986;Pinnacle Supermarket
35d69876c622822853e2f598a97e1d23b728cb234d7997ce4ff0dbfb9d7ff4b2;10024010;Screaming Market
4fd4702cc11c43944cdd77feebe5a78abb03e043ba1edcfe2ae83fe686a0340c;10027356;Zero Market
58678b7045a7cb9e33a1990bf667da8619eb223598ac92a339f756b72542bfbf;10011734;Felidae Enterprises
189fffb0e1be6b01eba87b22f4c7356117a0940d193d7f064f9c77277b1f24e1;10023793;Savetz Store
d6d4e22ee8e916016f180dd46c11bce4f79167ce4414d28861793f1a828da267;10027560;Zilog Shop
60f0c80d80c028a140e83aaf681c7ee4d48bef43fac4c1b94c129eae62c0e6c1;10013188;Gartner Supermarket
6a35882a5748bde99191de28fd3691c610c31287db90a13310886db163ce4f60;10018352;Johnson Store
2a430ca864118370dd4aae59bdabb6c5cfdf2281638c719904ef400aa8559f50;10021331;Palo Supermarket
d06ac08bfad5a8e519e912162d79dc543604ca4951353f259883422b93e650ba;10013011;Gamacles Shop
a57e1335fbff88e86c419d623f3eecdc4c982eb4f320c5472817ba1d400ddc23;10006846;Bizmarts Shop
3d1f6c799e00de9f533133a9b5946319985775ceb3013654275e9632299416cb;10009652;Dci Shop
755b64596ca285175a8f503d17f694747f2edc60023a4732b330a15c723e8f55;10021485;Paracel Gigaplace
6af350953d9a8050e8e86576187b7aedb3cfbb705977f0a08b648db8a369c0a2;10011018;Eloi Supermarket
546af6b16bd436e13e43595a928c7d88fc4c98a6e5c08038bc923a0ac7205519;10013765;Gemini Supermarket
047467586f1132e31be6258f3effe02c5ffcd0a56a9124ab81b6e31f832f3a9d;10019665;Labatt Supermarket
a98e1b0233f8896b353959dbc04be5fb318cdd7113422fb4937aeebf129f02b8;10006977;Brazilian Supermarket
a7eaa6133996d11365152ba1e1c9302244869bf80dfe7821ae0b698c6f3154cb;10023212;Reuters Supermarket
bfc11d0f6b872bd8f09dd37f50c1e30222307dfc04de8a3aecd321db303e04e9;10006848;BizNet Supermarket
dd9d88286d150d44075632c22750c85f89071a15998c6eb576bedc1cf43dc424;10026291;Warsun Supermarket
1a04480bedfb8667ed7e24523945d5dc8fbd3721d0b63624a141a9fdd82564c3;10027572;ZipLip.Com Shop
cdba1b7378418e9330d4931a378258a429c8c4a756878b521819d7f262cecbda;10015267;Helfand Store
5f5f908eda04f0639e526b0645ddc986b5576181a70043b5fefbc4eeab902bf4;10014059;GURUs Shop
27b53631e5f1b71ae5f707be4e5ceaff92de37e9214bc1785c1dc423fbf16a3d;10021668;Pathlight Market
daa2a327369ed62a967a56d9122d1bc5a8d904b419f9f366cf49f2e35109e49d;10017072;Iconation Shop
419b4e39580bed6dc0adc6112e148a7f46f71a56d3c6b382e814da6371bba05e;10025237;Team Supermarket
1cf8cc91c9f3ad66b4793f4793da2b61450063a91cebe1d330fdb167d1d794f8;10019512;Kim Market
4d0ed75bd826a180dcf838e587e3a0cfc45d11b3e3801786f55bf231d117f782;10024942;Tag Supermarket
6a0f281700d8696ae15476f236fc4c861daaed06f1482c5d22a2ea63e93bab18;10020663;Neos Gigaplace
3843364d08ed3dc584dcde0dae91d3dbf2cdbe581ce98ff932ce9a003da57524;10022450;R2J2 Shop
df5720a698b9e97d8290e5ac00294c8e5aefe53c4d20dab7ed330db8a1e0721f;10025515;UniPress Shop
48f5d26af2601397249a39de79ea56e72f71ba20edc83761174a9a9e7042409e;10007122;C Store
48d870ac486490a122c478a57d7a923704832b8ef7c0d4da523cc066b37c1feb;10009654;DCS Store
f45cd8e230c9533b81af931f9afa9a38154445f44d1cfff949f818bcc13d6f31;10025037;Tampere Shop
aafeb66dae87eae5120671c0b65e789ff5e2c0d2a5a26b98cf6a4ebbc23b6f84;10017307;Idyll Store
c3520bd70425e51d7cadbe842107e41f3e9078593f5cbe066f282e740ccf1b47;10024016;Screen Supermarket
ded1d2cae14ebdac18ae69ebb3e5b35424d9104cfcfd2a266a9c3fcef6b2f196;10004245;Bens Megaplace
a0cc3666184e7e4d1bff9cb5319760c39838c9383fbe4d33336abfdfcf621b15;10009642;David Store
d849be935cb12ff0cf95f9d6deb2f908d56f7f547eb1b595b3b3998ed3bd3e41;10025291;Trend Market
3bffddfc526acb9adc187d583bc9c7c24320322a915c2df26ecdb0ae9b6452a7;10020393;Minneapolis Supermarket
d7f9196089d22afd8ff2124dd5793af41f6de18d09d19964d7ac6c352db39a2c;10026532;Xediom Shop
0ee0a19fae03b8080c80b0df6ac295d9dc12899a04ebf07c239d765d885889e5;10025758;UTStarGate Shop
6f25290da87ad68c3c3701877647584ef612159e2c8126bfb8e01933f41d298c;10018665;Kaim Supermarket
a9592154b1ebf59853c58629773f105069f792a37cdec6634e2f10ab1ae338d0;10006983;Brentano's Shop
d2e22f1858da9957f8aa1b483fccb2d2f034bbf1eefb26d870ccd4f192ffe5c7;10011732;Federated Supermarket
db961a6a61998a3e694dd6f2598792f9eb010741430c90993c47d11143ceb92c;10021160;Pacific Gigaplace
58ce14eaf8b6c3fa8aea4ec32da5d4ce206ef311d5de41e1c7a7e1bd14373ac9;10020256;Maxtor Shop
62c6502a27ae66b2a9934ec87a6dbe7dd2bb51832f3328c3cf07709a6b718750;10002150;Accumedic Store
20c9dc06ced54cbe1c47eb3c2f5f94b39044405a64fe125e07834f0e5779b48e;10020515;NBX Stores
33ddf80b3359a9f94d350c682146457e712b470d62e0e858f63227cfe771ff36;10002501;Action Supermarket
9e5ba86b4f980bfcc0823e96cf7750b6cd80097493b6b5a2eb97ee9ca0a95ffc;10013039;Gamma Supermarket
a0ce5a5b8308d7cdf10fe1b805f46893bda29a3f4ef8f25cc0d0a08d3d8013d7;10016303;HMR Shop
94e1c793ede88056185bccfe058dc326634bd7897d2ddb8ccbe3d0d466cfb7e5;10023757;SAS Supermarket
3f13448c66e6bfe50c317a0bbb654f5c0687f38909b72c691a440bca17de27cb;10014540;HarveyOpolis Shop
828f5348ae81d0a52f339d1b01c503f4daab1b3fbeefbde8f937a36dd527ff28;10002526;Active Shop
