Address Number;Business Family;Business Unit;Customer;CustomerKey;Customer Type;Division;Line of Business;Phone;Region Code;Regional Sales Mgr;Search Type
10018352;R3;1;Johnson Store;10018352;G3;1;   ;816-455-8733;5;S5;C
10018363;R3;1;Jones Stores;10018363;G1;1;M1;816-455-8733;5;S18;C
10018371;R3;1;Joy Supermarket;10018371;G1;1;M1;816-455-8733;5;S19;C
10018518;O2;1;K Shop;10018518;G2;1;   ;816-455-8733;5;S12;C
10018580;R2;1;K Supermarket;10018580;G2;2;   ;816-455-8733;2;S1;C
10018603;R3;1;K&K Supermarket;10018603;G1;1;M1;816-455-8733;5;S19;C
10018623;R1;1;K&M Supermarket;10018623;G2;2;   ;816-455-8733;2;S5;C
10018628;R2;1;K.C. Supermarket;10018628;G2;2;   ;816-455-8733;1;S5;C
10018644;R3;1;Kabbalah Shop;10018644;G2;2;M1;816-455-8733;4;S16;C
10018665;R3;1;Kaim Supermarket;10018665;G2;2;M1;816-455-8733;3;S16;C
10018867;R3;1;Kari Supermarket;10018867;G2;2;   ;816-455-8733;4;S16;C
10018868;R3;1;Karickal Store;10018868;G1;1;M1;816-455-8733;5;S19;C
10018871;O2;1;Karsings;10018871;G2;2;   ;816-455-8733;4;S12;C
10018877;R3;1;KAT Store;10018877;G1;1;M1;816-455-8733;5;S17;C
10018885;R3;1;Kawneer Market;10018885;G2;2;   ;816-455-8733;1;S1;C
10018890;R3;1;Kazinformcom Shop;10018890;G2;2;   ;816-455-8733;4;S1;C
10018950;O2;1;Kendrick Store;10018950;G2;1;   ;816-455-8733;5;S12;C
10018957;R3;1;Kennecott Supermarket;10018957;G2;1;   ;816-455-8733;5;S1;C
10019066;R3;1;KENROB Megaplace;10019066;G2;1;   ;816-455-8733;5;S1;C
10019105;R3;1;Kensington Market;10019105;G2;2;   ;816-455-8733;3;S1;C
10019109;O2;1;KentISP Shop;10019109;G2;2;   ;816-455-8733;1;S12;C
10019150;O2;1;Kentucky Supermarket;10019150;G2;2;   ;816-455-8733;2;S12;C
10019194;R3;1;Kerite Company;10019194;G2;1;   ;816-455-8733;5;S14;C
10019388;R3;1;KeyComm Shop;10019388;G2;2;   ;816-455-8733;1;S1;C
10019400;R3;1;Keystar Superstore;10019400;G2;2;   ;816-455-8733;4;S1;C
10019410;R1;1;Keystone Store;10019410;G3;1;   ;816-455-8733;0;S2;C
10019420;R3;1;Keystroke Market;10019420;G1;1;M1;816-455-8733;5;S19;C
10019469;R3;1;kGS Shop;10019469;G2;1;   ;816-455-8733;5;S1;C
10019502;R3;1;KillerGraffix Shop;10019502;G2;1;   ;816-455-8733;5;S1;C
10019512;R3;1;Kim Market;10019512;G2;1;   ;816-455-8733;5;S16;C
10019514;R2;1;Kimball Supermarket;10019514;G2;1;   ;816-455-8733;5;S4;C
10019617;R3;1;Kool-Seal Shop;10019617;G2;2;   ;816-455-8733;2;S1;C
10019664;R1;1;Koppers Supermarket;10019664;G2;2;   ;816-455-8733;4;S20;C
10019665;R3;1;Labatt Supermarket;10019665;G2;2;M1;816-455-8733;4;S16;C
10019678;R3;1;Laker Market;10019678;G2;2;   ;816-455-8733;1;S16;C
10019682;R3;1;Lamson Store;10019682;G2;2;   ;816-455-8733;4;S3;C
10019783;R3;1;Levi Supermarket;10019783;G1;1;M1;816-455-8733;5;S18;C
10019812;R2;1;Lewis Supermarket;10019812;G2;1;   ;816-455-8733;5;S5;C
10019879;R3;1;Litton Shop;10019879;G2;2;   ;816-455-8733;2;S1;C
10019880;O2;1;Litton Supermarket;10019880;G2;2;   ;816-455-8733;3;S12;C
10019897;R3;1;Livermore Store;10019897;G2;2;   ;816-455-8733;2;S16;C
10019900;R3;1;LiveWire Supermarket;10019900;G2;2;   ;816-455-8733;1;S16;C
10019909;R2;1;LiveWORLD Shop;10019909;G2;2;   ;816-455-8733;4;S5;C
10019913;R3;1;Livezone Supermarket;10019913;G3;1;   ;816-455-8733;0;S17;C
10019942;R3;1;LMAO superplace;10019942;G2;2;   ;816-455-8733;4;S16;C
10019952;O2;1;Lobster Market;10019952;G2;1;   ;816-455-8733;5;S12;C
10020080;O2;1;Lucky Shop;10020080;G2;1;   ;816-455-8733;5;S12;C
10020171;R3;1;Lynn-Arthur Store;10020171;G2;2;   ;816-455-8733;3;S1;C
10020181;R3;1;Markets;10020181;G1;1;M1;816-455-8733;5;S19;C
10020184;O2;1;Matradi Megastore;10020184;G2;2;   ;816-455-8733;2;S12;C
10020192;R3;1;MATRIX Shop;10020192;G2;2;   ;816-455-8733;1;S16;C
10020193;R2;1;Maui Store;10020193;G2;1;   ;816-455-8733;5;S5;C
10020227;R3;1;MaxBan Shop;10020227;G2;1;   ;816-455-8733;5;S16;C
10020239;O2;1;MaXpeed Shop;10020239;G2;1;   ;816-455-8733;5;S12;C
10020247;R2;1;MAXSTRAT Shop;10020247;G2;1;   ;816-455-8733;5;S5;C
10020256;O2;1;Maxtor Shop;10020256;G2;1;   ;816-455-8733;5;S12;C
10020266;O2;1;Maxwell Supermarket;10020266;G2;1;   ;816-455-8733;5;S12;C
10020281;R3;1;Mb Market;10020281;G1;1;M1;816-455-8733;5;S16;C
10020306;R3;1;McGraw-Hill Supermarket;10020306;G2;1;   ;816-455-8733;5;S16;C
10020323;R3;1;Mead Supermarket;10020323;G1;1;M1;816-455-8733;5;S16;C
10020332;R3;1;Medics Shop;10020332;G2;1;   ;816-455-8733;5;S16;C
10020340;R3;1;Melville Supermarket;10020340;G2;1;   ;816-455-8733;5;S4;C
10020364;R3;1;Mersey Market;10020364;G2;1;   ;816-455-8733;5;S16;C
10020388;R3;1;Metro-Goldwyn-Mayer, Supermarket;10020388;G2;2;   ;816-455-8733;3;S1;C
10020390;R3;1;Miles Supermarket;10020390;G2;2;   ;816-455-8733;4;S1;C
10020393;R3;1;Minneapolis Supermarket;10020393;G2;2;   ;816-455-8733;1;S1;C
10020413;R3;1;Molson Store;10020413;G2;2;   ;816-455-8733;2;S1;C
10020445;R3;1;N.Graphics Shop;10020445;G2;2;   ;816-455-8733;4;S16;C
10020446;R2;1;NACSCORP Shop;10020446;G2;2;   ;816-455-8733;4;S5;C
10020448;R3;1;Nanao Shop;10020448;G3;1;   ;816-455-8733;0;S5;C
10020449;R3;1;Nancy Supermarket;10020449;G1;1;M1;816-455-8733;5;S16;C
10020491;R3;1;Nbase Shop;10020491;G1;1;M1;816-455-8733;5;S16;C
10020492;R3;1;NBTel Shop;10020492;G2;1;   ;816-455-8733;5;S16;C
10020515;R3;1;NBX Stores;10020515;G2;1;   ;816-455-8733;5;S1;C
10020639;R2;1;NECX Market;10020639;G2;2;   ;816-455-8733;2;S5;C
10020647;R3;1;Neeka Shop;10020647;G2;2;   ;816-455-8733;3;S1;C
10020662;R3;1;Nematron Shop;10020662;G1;1;M1;816-455-8733;5;S19;C
10020663;R3;1;Neos Gigaplace;10020663;G2;2;   ;816-455-8733;1;S16;C
10020672;R3;1;Oki Shop;10020672;G1;1;M1;816-455-8733;5;S19;C
10020684;R3;1;Oklahoma Supermarket;10020684;G2;2;   ;816-455-8733;2;S1;C
10020715;O2;1;Old Store;10020715;G1;1;   ;816-455-8733;5;S1;C
10020849;R3;1;OnDeck Store;10020849;G2;1;   ;816-455-8733;5;S1;C
10020864;R2;1;One Store;10020864;G2;1;   ;816-455-8733;5;S1;C
10020868;R3;1;One Market;10020868;G2;1;   ;816-455-8733;5;S1;C
10020907;R3;1;Onebox Shop;10020907;G1;1;   ;816-455-8733;5;S16;C
10020909;O1;1;Onestar Shop;10020909;G2;2;   ;816-455-8733;4;S5;C
10020914;R3;1;Onetouch Supermarket;10020914;G2;2;   ;816-455-8733;2;S16;C
10020915;R3;1;Ottercom Shop;10020915;G2;2;   ;816-455-8733;4;S16;C
10020927;R3;1;Outbreak Shop;10020927;G2;2;   ;816-455-8733;4;S16;C
10020931;R2;1;OutPost Market;10020931;G2;2;   ;816-455-8733;1;S5;C
10020962;R2;1;Output Supermarket;10020962;G2;2;   ;816-455-8733;3;S5;C
10020982;R3;1;Outsource Store;10020982;G2;1;   ;816-455-8733;5;S1;C
10021006;R3;1;Overdreams Shop;10021006;G2;1;   ;816-455-8733;5;S1;C
10021015;R3;1;Owl's Supermarket;10021015;G2;1;   ;816-455-8733;5;S1;C
10021107;R3;1;P.C.G. Supermarket;10021107;G2;1;   ;816-455-8733;5;S1;C
10021111;R3;1;P.C'S Shop;10021111;G3;1;   ;816-455-8733;5;S5;C
10021139;R3;1;Pace Shop;10021139;G3;2;   ;816-455-8733;4;S5;C
10021145;R2;1;Pacel Shop;10021145;G2;2;   ;816-455-8733;2;S5;C
10021158;R3;1;Pacific Supermarket;10021158;G3;1;   ;816-455-8733;0;S17;C
10021160;R3;1;Pacific Gigaplace;10021160;G1;1;M1;816-455-8733;5;S19;C
10021175;R3;1;Pacific Supermarket;10021175;G2;2;   ;816-455-8733;2;S16;C
10021179;R3;1;Pacific Store;10021179;G2;2;   ;816-455-8733;1;S4;C
10021184;R3;1;Pacific Supermarket;10021184;G2;2;   ;816-455-8733;1;S16;C
10021185;R2;1;Pacific Supermarket;10021185;G2;2;   ;816-455-8733;1;S3;C
10021203;O2;1;Pacific Market;10021203;G2;2;   ;816-455-8733;1;S12;C
10021204;R1;1;Pacific Store;10021204;G3;1;   ;816-455-8733;0;S4;C
10021222;R3;1;Pacifico's;10021222;G2;2;   ;816-455-8733;1;S16;C
10021223;O2;1;PacificServ Shop;10021223;G2;2;   ;816-455-8733;4;S12;C
10021231;R2;1;Packard Supermarket;10021231;G2;2;   ;816-455-8733;4;S9;C
10021232;R3;1;Packet Design;10021232;G2;1;   ;816-455-8733;5;S1;C
10021239;R3;1;PADL Shop;10021239;G2;1;   ;816-455-8733;5;S1;C
10021240;R3;1;PAGE Shop;10021240;G2;1;   ;816-455-8733;5;S1;C
10021242;R3;1;Page Store;10021242;G3;1;   ;816-455-8733;5;S17;C
10021270;R3;1;Page Market;10021270;G2;1;   ;816-455-8733;5;S16;C
10021283;R3;1;PageBoy Shop;10021283;G2;1;   ;816-455-8733;5;S1;C
10021286;R3;1;PagePoint Shop;10021286;G2;1;   ;816-455-8733;5;S1;C
10021297;R3;1;PageSites Shop;10021297;G2;1;   ;816-455-8733;5;S1;C
10021300;R2;1;PageWave Megastore;10021300;G2;1;   ;816-455-8733;5;S9;C
10021302;R2;1;PageWeavers Shop;10021302;G2;1;   ;816-455-8733;5;S5;C
10021305;R3;1;Pallister Supermarket;10021305;G2;1;   ;816-455-8733;5;S1;C
10021331;R2;1;Palo Supermarket;10021331;G2;1;   ;816-455-8733;5;S5;C
10021350;R3;1;Panasonic Shop;10021350;G2;1;   ;816-455-8733;5;S1;C
10021380;R3;1;Pangaea Store;10021380;G2;1;   ;816-455-8733;5;S9;C
10021411;R3;1;Panix Shop;10021411;G2;1;   ;816-455-8733;5;S4;C
10021412;R4;1;Panngea Shop;10021412;G2;2;   ;816-455-8733;1;S18;C
10021415;R3;1;Pantech Supermarket;10021415;G2;2;   ;816-455-8733;4;S1;C
10021418;R3;1;Panzl Shop;10021418;G2;2;   ;816-455-8733;1;S1;C
10021422;R1;1;PAP Supermarket;10021422;G2;2;   ;816-455-8733;1;S4;C
10021458;R3;1;Paperless Store;10021458;G2;2;   ;816-455-8733;1;S1;C
10021459;O2;1;Papyrus Shop;10021459;G2;2;   ;816-455-8733;2;S12;C
10021470;R3;1;Papyrus Supermarket;10021470;G2;2;   ;816-455-8733;3;S16;C
10021472;R3;1;Parabole Shop;10021472;G3;1;   ;816-455-8733;0;S5;C
10021485;R1;1;Paracel Gigaplace;10021485;G2;2;   ;816-455-8733;4;S22;C
10021494;R3;1;Paraclipse Shop;10021494;G2;1;   ;816-455-8733;5;S1;C
10021575;R3;1;Parian Market;10021575;G2;1;   ;816-455-8733;5;S1;C
10021641;R3;1;Password Supermarket;10021641;G2;1;   ;816-455-8733;5;S4;C
10021668;R3;1;Pathlight Market;10021668;G2;2;   ;816-455-8733;4;S1;C
10021673;R3;1;Patient Shop;10021673;G2;2;   ;816-455-8733;4;S1;C
10021677;R3;1;Patrick Market;10021677;G1;1;M1;816-455-8733;5;S19;C
10021736;R3;1;Patton Store;10021736;G1;1;M1;816-455-8733;5;S19;C
10021750;R3;1;Paul Store;10021750;G2;1;   ;816-455-8733;5;S16;I
10021794;R1;1;PayMaxx Shop;10021794;G2;1;   ;816-455-8733;5;S4;C
10021800;R3;1;Payton Supermarket;10021800;G2;1;   ;816-455-8733;5;S16;C
10021802;R3;1;Pick Store;10021802;G1;1;M1;816-455-8733;5;S16;C
10021804;R3;1;Picka Superstore;10021804;G2;1;   ;816-455-8733;5;S1;C
10021911;R3;1;PING Shop;10021911;G1;2;M1;816-455-8733;2;S19;C
10021911;R3;1;Ping Shop;10021911;G2;2;M1;816-455-8733;2;S16;C
10021936;R3;1;Pink Supermarket;10021936;G2;2;   ;816-455-8733;2;S16;C
10021962;R3;1;Pinnacle Shop;10021962;G2;2;   ;816-455-8733;3;S14;C
10021977;R3;1;Pinnacle Store;10021977;G2;2;M1;816-455-8733;4;S16;C
10021986;R2;1;Pinnacle Supermarket;10021986;G2;2;   ;816-455-8733;4;S5;C
10021996;R3;1;Pinnacle Supermarket;10021996;G2;2;M1;816-455-8733;3;S16;C
10022166;R3;1;QualityLogic Shop;10022166;G2;1;   ;816-455-8733;5;S11;I
10022167;R3;1;Quallaby Megaplace;10022167;G1;1;M1;816-455-8733;5;S16;C
10022168;R1;1;QualServe Shop;10022168;G2;2;   ;816-455-8733;4;S11;C
10022183;R3;1;Quantex Supermarket;10022183;G2;2;   ;816-455-8733;1;S1;C
10022201;R3;1;Quantum Shop;10022201;G1;1;M1;816-455-8733;5;S16;C
10022240;R3;1;Quantum Supermarket;10022240;G3;1;   ;816-455-8733;0;S5;C
10022249;R3;1;Quantum Supermarket;10022249;G2;2;   ;816-455-8733;2;S16;C
10022252;R3;1;Quantum Supermarket;10022252;G2;2;   ;816-455-8733;4;S9;C
10022423;R2;1;Qwest Shop;10022423;G2;2;   ;816-455-8733;4;S5;C
10022431;R2;1;R&J Shop;10022431;G2;2;   ;816-455-8733;3;S11;C
10022434;R3;1;R&R Store;10022434;G2;2;   ;816-455-8733;1;S4;C
10022444;O2;1;R.J. Market;10022444;G2;2;   ;816-455-8733;4;S12;C
10022450;R3;1;R2J2 Shop;10022450;G2;2;M1;816-455-8733;4;S16;C
10022456;R3;1;Ra Maxistore;10022456;G2;2;   ;816-455-8733;1;S16;C
10022470;R3;1;Racal Store;10022470;G2;2;   ;816-455-8733;2;S5;C
10022490;R3;1;Racal-Datacom Shop;10022490;G2;2;M1;816-455-8733;4;S16;C
10022678;R3;1;Rave Supermarket;10022678;G2;2;   ;816-455-8733;3;S16;C
10022687;R3;1;Ravenwerks Shop;10022687;G3;1;   ;816-455-8733;0;S5;C
10022725;R3;1;Razorfish Shop;10022725;G2;2;   ;816-455-8733;2;S16;C
10022730;R2;1;RC Shop;10022730;G2;2;   ;816-455-8733;4;S9;C
10022732;R2;1;RC Market;10022732;G2;2;   ;816-455-8733;2;S5;C
10022746;R3;1;Rdlabs Shop;10022746;G1;1;M1;816-455-8733;5;S19;C
10022750;R3;1;Ready-to-Run Shop;10022750;G2;2;M1;816-455-8733;4;S16;C
10022755;R3;1;Real Supermarket;10022755;G1;1;M1;816-455-8733;5;S19;C
10022764;R3;1;RealiDyne Shop;10022764;G2;2;   ;816-455-8733;2;S5;C
10022962;R3;1;Reflex Store;10022962;G1;1;M1;816-455-8733;5;S19;C
10022978;R3;1;Relcom Shop;10022978;G2;1;   ;816-455-8733;5;S16;I
10023003;R3;1;Remedy Shop;10023003;G2;2;M1;816-455-8733;4;S16;C
10023022;R2;1;Renaissance Supermarket;10023022;G3;1;   ;816-455-8733;0;S8;C
10023023;R1;1;Crew Superstore;10023023;G2;2;   ;816-455-8733;4;S20;C
10023212;R3;1;Reuters Supermarket;10023212;G2;2;   ;816-455-8733;1;S1;C
10023221;R3;1;Reveal Supermarket;10023221;G2;2;M1;816-455-8733;4;S16;C
10023235;R2;1;ReviewBooth Shop;10023235;G2;2;   ;816-455-8733;2;S3;C
10023241;R1;1;Revnet Market;10023241;G2;2;   ;816-455-8733;2;S11;C
10023244;R2;1;Revolutionary Supermarket;10023244;G2;2;   ;816-455-8733;2;S5;C
10023275;R3;1;RFI Superstore;10023275;G2;2;   ;816-455-8733;1;S3;C
10023447;R3;1;RKS Shop;10023447;G2;2;M1;816-455-8733;2;S16;C
10023471;R3;1;Road Warriors;10023471;G2;2;   ;816-455-8733;2;S16;C
10023489;R3;1;Robust Store;10023489;G2;2;   ;816-455-8733;1;S16;C
10023495;R3;1;Safe Shop;10023495;G1;1;M1;816-455-8733;5;S19;C
10023509;R3;1;Safetynet Shop;10023509;G2;2;   ;816-455-8733;2;S1;C
10023510;R3;1;Sage Shop;10023510;G2;2;   ;816-455-8733;4;S1;C
10023511;R1;1;Sage Supermarket;10023511;G1;1;   ;816-455-8733;5;S13;C
10023513;R3;1;Sagent Shop;10023513;G2;2;   ;816-455-8733;1;S16;C
10023516;R3;1;SAIC Supermarket;10023516;G2;2;   ;816-455-8733;2;S16;C
10023524;R3;1;Salias Gigaplace;10023524;G2;2;   ;816-455-8733;2;S16;C
10023538;R1;1;Salamander Supermarket;10023538;G2;2;   ;816-455-8733;2;S11;C
10023703;R3;1;Sarcom Shop;10023703;G1;1;M1;816-455-8733;5;S19;C
10023715;R3;1;Diss Gigastore;10023715;G2;2;M1;816-455-8733;4;S16;C
10023757;R3;1;SAS Supermarket;10023757;G1;1;   ;816-455-8733;5;S19;C
10023759;R3;1;SASCO Store;10023759;G2;2;   ;816-455-8733;2;S1;C
10023760;R3;1;SataMine Shop;10023760;G2;2;   ;816-455-8733;3;S1;C
10023778;R3;1;Satronix Shop;10023778;G2;2;   ;816-455-8733;1;S16;C
10023780;R3;1;SAT-SAGEM Supermarket;10023780;G1;1;M1;816-455-8733;5;S16;C
10023783;R3;1;Saturnus Supermarket;10023783;G2;2;   ;816-455-8733;2;S16;C
10023785;R2;1;Satyam Shop;10023785;G2;2;   ;816-455-8733;4;S5;C
10023793;R2;1;Savetz Store;10023793;G2;2;   ;816-455-8733;2;S2;C
10023964;R3;1;Science Store;10023964;G3;1;   ;816-455-8733;5;S5;C
10024003;R2;1;Scientific Supermarket;10024003;G2;2;   ;816-455-8733;1;S3;C
10024006;R3;1;ScotGold Market;10024006;G2;2;M1;816-455-8733;4;S16;C
10024009;R2;1;Scottish Supermarket;10024009;G2;2;   ;816-455-8733;2;S2;C
10024010;R2;1;Screaming Market;10024010;G2;2;   ;816-455-8733;4;S3;C
10024016;R3;1;Screen Supermarket;10024016;G1;1;M1;816-455-8733;5;S19;C
10024022;R1;1;Screen Supermarket;10024022;G2;2;   ;816-455-8733;1;S20;C
10024034;R3;1;Script Supermarket;10024034;G3;1;   ;816-455-8733;0;S5;C
10024246;R3;1;Siemens Supermarket;10024246;G2;2;   ;816-455-8733;3;S16;C
10024248;R3;1;Sifton Supermarket;10024248;G2;2;M1;816-455-8733;1;S16;C
10024255;O2;1;Sigma Shop;10024255;G2;2;   ;816-455-8733;4;S12;C
10024260;R3;1;Sigma Supermarket;10024260;G2;2;   ;816-455-8733;1;S16;C
10024262;R3;1;Signature Shop;10024262;G2;2;   ;816-455-8733;1;S16;C
10024270;R3;1;Signatures Superstore;10024270;G2;2;   ;816-455-8733;1;S4;C
10024477;R3;1;Smith Supermarket;10024477;G1;1;M1;816-455-8733;5;S16;C
10024492;R3;1;SNC Supermarket;10024492;G2;2;   ;816-455-8733;3;S1;C
10024499;R3;1;Soloman Market;10024499;G2;2;   ;816-455-8733;2;S16;C
10024524;R2;1;Southam Supermarket;10024524;G2;2;   ;816-455-8733;4;S9;C
10024541;R3;1;Southern Supermarket;10024541;G2;2;   ;816-455-8733;4;S9;C
10024550;R2;1;Southwire Store;10024550;G2;2;   ;816-455-8733;4;S9;C
10024704;R3;1;Sterling Store;10024704;G2;1;   ;816-455-8733;5;S1;C
10024725;R3;1;Stone Market;10024725;G2;2;   ;816-455-8733;2;S16;C
10024743;R3;1;Stone Supermarket;10024743;G2;2;   ;816-455-8733;1;S1;C
10024880;R3;1;Sun Supermarket;10024880;G3;1;   ;816-455-8733;5;S8;C
10024915;R3;1;Systems Store;10024915;G1;1;M1;816-455-8733;5;S16;C
10024916;R3;1;T Market;10024916;G2;1;   ;816-455-8733;5;S9;C
10024918;R2;1;T.F.C. Shop;10024918;G2;1;   ;816-455-8733;5;S5;C
10024919;R1;1;T.J.T. Supermarket;10024919;G1;1;   ;816-455-8733;5;S13;C
10024924;R3;1;T.M. Store;10024924;G1;1;M1;816-455-8733;5;S16;C
10024930;R3;1;T3West Shop;10024930;G3;1;   ;816-455-8733;5;S8;C
10024940;R2;1;Tadpole Shop;10024940;G2;1;   ;816-455-8733;5;S5;C
10024942;R3;1;Tag Supermarket;10024942;G2;1;   ;816-455-8733;5;S1;C
10024999;R2;1;TAGnology Shop;10024999;G2;2;   ;816-455-8733;4;S5;C
10025021;R3;1;Tailwind Shop;10025021;G2;2;   ;816-455-8733;4;S16;C
10025022;R3;1;Take Supermarket;10025022;G1;1;M1;816-455-8733;5;S19;C
10025023;R3;1;TAL Store;10025023;G3;1;   ;816-455-8733;0;S5;C
10025024;O2;1;Talarians;10025024;G2;1;   ;816-455-8733;5;S12;C
10025025;R3;1;Taligent Midstore;10025025;G2;2;M1;816-455-8733;1;S16;C
10025032;R3;1;Talkland Shop;10025032;G1;1;M1;816-455-8733;0;S19;C
10025033;R3;1;Tally Store;10025033;G2;2;   ;816-455-8733;1;S16;C
10025034;R3;1;Talou Shop;10025034;G2;2;   ;816-455-8733;1;S4;C
10025036;R3;1;Tampa Market;10025036;G2;2;   ;816-455-8733;4;S9;C
10025037;R2;1;Tampere Shop;10025037;G2;2;   ;816-455-8733;1;S4;C
10025038;R2;1;Tanager Shop;10025038;G2;2;   ;816-455-8733;3;S11;C
10025039;R1;1;Tandy Superstore;10025039;G2;2;   ;816-455-8733;4;S11;C
10025040;R3;1;Tangent Shop;10025040;G2;2;   ;816-455-8733;2;S1;C
10025049;R3;1;Tao Store;10025049;G2;2;   ;816-455-8733;1;S16;C
10025051;R3;1;Taos Supermarket;10025051;G2;2;   ;816-455-8733;1;S16;C
10025052;O2;1;Target Gigstore;10025052;G1;1;   ;816-455-8733;5;S1;C
10025061;R3;1;Target Store;10025061;G2;2;   ;816-455-8733;4;S9;C
10025062;R3;1;TargetedListings Shop;10025062;G2;2;   ;816-455-8733;3;S1;C
10025063;R3;1;Taroch Mexistore;10025063;G1;1;M1;816-455-8733;5;S19;C
10025086;O2;1;Tartanchase Shop;10025086;G1;1;   ;816-455-8733;5;S1;C
10025158;R3;1;Taskers Supermarket;10025158;G1;1;M1;816-455-8733;5;S19;C
10025213;R2;1;Tatters Shop;10025213;G2;1;   ;816-455-8733;5;S5;C
10025237;O2;1;Team Supermarket;10025237;G3;1;   ;816-455-8733;0;S1;C
10025238;R3;1;Team Supermarket;10025238;G2;2;   ;816-455-8733;1;S4;C
10025239;R3;1;Teamaker Shop;10025239;G2;1;   ;816-455-8733;5;S16;C
10025241;R1;1;TeamStore;10025241;G1;1;   ;816-455-8733;5;S5;C
10025242;O2;1;Teamsolve Shop;10025242;G1;1;   ;816-455-8733;5;S1;C
10025243;R3;1;Teca-Print Shop;10025243;G2;2;   ;816-455-8733;2;S16;C
10025246;R3;1;TECC Shop;10025246;G3;1;   ;816-455-8733;0;S5;C
10025247;R2;1;Telesat Supermarket;10025247;G2;2;   ;816-455-8733;3;S5;C
10025248;R3;1;Telus Store;10025248;G2;2;   ;816-455-8733;1;S16;C
10025249;R1;1;Texasgulf Market;10025249;G2;2;   ;816-455-8733;2;S11;C
10025250;R2;1;TICOR Shop;10025250;G2;2;   ;816-455-8733;2;S5;C
10025251;R2;1;Time Supermarket;10025251;G2;2;   ;816-455-8733;4;S5;C
10025252;R3;1;Times Store;10025252;G2;2;   ;816-455-8733;4;S16;C
10025264;R3;1;Today Shop;10025264;G2;2;   ;816-455-8733;1;S16;C
10025267;R3;1;Todd Supermarket;10025267;G3;1;   ;816-455-8733;5;S5;C
10025269;R3;1;Toledo Market;10025269;G2;2;M1;816-455-8733;4;S16;C
10025284;R3;1;Towmotor Supermarket;10025284;G2;2;   ;816-455-8733;1;S16;C
10025285;R3;1;Transalta Store;10025285;G2;2;   ;816-455-8733;2;S16;C
10025287;R2;1;TransCanada Store;10025287;G2;2;   ;816-455-8733;4;S5;C
10025288;R3;1;Transylvania Supermarket;10025288;G1;1;M1;816-455-8733;5;S19;C
10025289;R3;1;Tredegar Market;10025289;G2;2;   ;816-455-8733;1;S4;C
10025291;R3;1;Trend Market;10025291;G2;2;   ;816-455-8733;4;S16;C
10025296;R3;1;Trust Supermarket;10025296;G2;2;   ;816-455-8733;4;S1;C
10025298;R3;1;U. Supermarket;10025298;G3;1;   ;816-455-8733;0;S17;C
10025299;R3;1;U.S. Market;10025299;G3;1;M1;816-455-8733;0;S5;C
10025300;R3;1;U.S. Market;10025300;G2;2;   ;816-455-8733;3;S1;C
10025302;R3;1;U.S. Market;10025302;G2;2;   ;816-455-8733;2;S1;C
10025304;R3;1;UBF Shop;10025304;G2;1;   ;816-455-8733;5;S16;C
10025305;R3;1;Ubicco Shop;10025305;G2;2;   ;816-455-8733;1;S16;C
10025353;R2;1;Total Store;10025353;G2;1;   ;816-455-8733;5;S5;I
10025359;R4;1;UKnames.net Shop;10025359;G2;1;   ;816-455-8733;5;S18;C
10025392;R3;1;Ultimate Supermarket;10025392;G2;1;   ;816-455-8733;5;S16;C
10025418;R2;1;Ultra-Image Shop;10025418;G2;1;   ;816-455-8733;5;S3;C
10025467;R3;1;Underwriters Supermarket;10025467;G2;1;   ;816-455-8733;5;S1;C
10025495;R3;1;UniForum Shop;10025495;G2;2;   ;816-455-8733;2;S5;C
10025508;R3;1;Unimedya Shop;10025508;G3;1;   ;816-455-8733;0;S5;C
10025511;R3;1;Uniplex Shop;10025511;G2;2;   ;816-455-8733;1;S1;C
10025515;R1;1;UniPress Shop;10025515;G2;2;   ;816-455-8733;2;S20;C
10025549;R2;1;UNIS Supermarket;10025549;G2;2;   ;816-455-8733;3;S5;C
10025552;R3;1;Unison Medistore;10025552;G2;2;   ;816-455-8733;4;S13;C
10025558;R3;1;Unisys Shop;10025558;G2;2;   ;816-455-8733;2;S1;C
10025560;R3;1;Unisys Supermarket;10025560;G2;2;M1;816-455-8733;2;S16;C
10025571;R3;1;Unitec Maxistore;10025571;G2;2;   ;816-455-8733;4;S9;C
10025575;R3;1;United Market;10025575;G3;1;   ;816-455-8733;0;S5;C
10025583;R2;1;United Market;10025583;G2;2;   ;816-455-8733;3;S5;C
10025587;R2;1;United Store;10025587;G2;2;   ;816-455-8733;1;S4;C
10025608;R3;1;Universal Supermarket;10025608;G3;1;   ;816-455-8733;5;S8;C
10025737;R3;1;Userland Maxistore;10025737;G2;1;   ;816-455-8733;5;S16;C
10025758;R3;1;UTStarGate Shop;10025758;G2;2;   ;816-455-8733;2;S16;C
10025769;R3;1;UUmail Shop;10025769;G2;2;   ;816-455-8733;1;S1;C
10025771;R3;1;VA Supermarket;10025771;G2;2;   ;816-455-8733;3;S1;C
10025778;R3;1;Valicert Midstore;10025778;G2;2;   ;816-455-8733;1;S16;C
10025791;R3;1;Valley Market;10025791;G2;2;M1;816-455-8733;1;S16;C
10025808;R3;1;Valley Store;10025808;G2;2;   ;816-455-8733;1;S1;C
10025814;R3;1;Valpatken Shop;10025814;G2;2;   ;816-455-8733;2;S1;C
10025878;R3;1;ValueClick Shop;10025878;G1;1;M1;816-455-8733;5;S19;C
